image_path,label,manipulation_type,case_id,suspicious_region,split
manipulated/SD_00166_compression.jpg,manipulated,compression,SD_00166,"[0, 0, 700, 455]",test
authentic/SD_00167_authentic.jpg,authentic,none,SD_00167,,test
manipulated/SD_00167_mixed.jpg,manipulated,mixed,SD_00167,"[45, 100, 650, 250]",test
authentic/SD_00168_authentic.jpg,authentic,none,SD_00168,,train
manipulated/SD_00168_text_change.jpg,manipulated,text_change,SD_00168,"[205, 150, 650, 173]",train
authentic/SD_00169_authentic.jpg,authentic,none,SD_00169,,validation
manipulated/SD_00169_photo_change.jpg,manipulated,photo_change,SD_00169,"[45, 100, 165, 250]",validation
authentic/SD_00170_authentic.jpg,authentic,none,SD_00170,,train
manipulated/SD_00170_number_change.jpg,manipulated,number_change,SD_00170,"[205, 188, 650, 211]",train
authentic/SD_00171_authentic.jpg,authentic,none,SD_00171,,train
manipulated/SD_00171_date_change.jpg,manipulated,date_change,SD_00171,"[205, 264, 650, 287]",train
authentic/SD_00172_authentic.jpg,authentic,none,SD_00172,,train
manipulated/SD_00172_copy_paste.jpg,manipulated,copy_paste,SD_00172,"[205, 140, 500, 175]",train
authentic/SD_00173_authentic.jpg,authentic,none,SD_00173,,train
manipulated/SD_00173_clone.jpg,manipulated,clone,SD_00173,"[430, 270, 580, 305]",train
authentic/SD_00174_authentic.jpg,authentic,none,SD_00174,,train
manipulated/SD_00174_compression.jpg,manipulated,compression,SD_00174,"[0, 0, 700, 455]",train
authentic/SD_00175_authentic.jpg,authentic,none,SD_00175,,test
manipulated/SD_00175_mixed.jpg,manipulated,mixed,SD_00175,"[45, 100, 650, 250]",test
authentic/SD_00176_authentic.jpg,authentic,none,SD_00176,,train
manipulated/SD_00176_text_change.jpg,manipulated,text_change,SD_00176,"[205, 150, 650, 173]",train
authentic/SD_00177_authentic.jpg,authentic,none,SD_00177,,train
manipulated/SD_00177_photo_change.jpg,manipulated,photo_change,SD_00177,"[45, 100, 165, 250]",train
authentic/SD_00178_authentic.jpg,authentic,none,SD_00178,,train
manipulated/SD_00178_number_change.jpg,manipulated,number_change,SD_00178,"[205, 188, 650, 211]",train
authentic/SD_00179_authentic.jpg,authentic,none,SD_00179,,train
manipulated/SD_00179_date_change.jpg,manipulated,date_change,SD_00179,"[205, 264, 650, 287]",train
authentic/SD_00180_authentic.jpg,authentic,none,SD_00180,,train
manipulated/SD_00180_copy_paste.jpg,manipulated,copy_paste,SD_00180,"[205, 140, 500, 175]",train
authentic/SD_00181_authentic.jpg,authentic,none,SD_00181,,train
manipulated/SD_00181_clone.jpg,manipulated,clone,SD_00181,"[430, 270, 580, 305]",train
authentic/SD_00182_authentic.jpg,authentic,none,SD_00182,,validation
manipulated/SD_00182_compression.jpg,manipulated,compression,SD_00182,"[0, 0, 700, 455]",validation
authentic/SD_00183_authentic.jpg,authentic,none,SD_00183,,train
manipulated/SD_00183_mixed.jpg,manipulated,mixed,SD_00183,"[45, 100, 650, 250]",train
authentic/SD_00184_authentic.jpg,authentic,none,SD_00184,,train
manipulated/SD_00184_text_change.jpg,manipulated,text_change,SD_00184,"[205, 150, 650, 173]",train
authentic/SD_00185_authentic.jpg,authentic,none,SD_00185,,train
manipulated/SD_00185_photo_change.jpg,manipulated,photo_change,SD_00185,"[45, 100, 165, 250]",train
authentic/SD_00186_authentic.jpg,authentic,none,SD_00186,,train
manipulated/SD_00186_number_change.jpg,manipulated,number_change,SD_00186,"[205, 188, 650, 211]",train
authentic/SD_00187_authentic.jpg,authentic,none,SD_00187,,train
manipulated/SD_00187_date_change.jpg,manipulated,date_change,SD_00187,"[205, 264, 650, 287]",train
authentic/SD_00188_authentic.jpg,authentic,none,SD_00188,,train
manipulated/SD_00188_copy_paste.jpg,manipulated,copy_paste,SD_00188,"[205, 140, 500, 175]",train
authentic/SD_00189_authentic.jpg,authentic,none,SD_00189,,train
manipulated/SD_00189_clone.jpg,manipulated,clone,SD_00189,"[430, 270, 580, 305]",train
authentic/SD_00190_authentic.jpg,authentic,none,SD_00190,,train
manipulated/SD_00190_compression.jpg,manipulated,compression,SD_00190,"[0, 0, 700, 455]",train
authentic/SD_00191_authentic.jpg,authentic,none,SD_00191,,train
manipulated/SD_00191_mixed.jpg,manipulated,mixed,SD_00191,"[45, 100, 650, 250]",train
authentic/SD_00192_authentic.jpg,authentic,none,SD_00192,,train
manipulated/SD_00192_text_change.jpg,manipulated,text_change,SD_00192,"[205, 150, 650, 173]",train
authentic/SD_00193_authentic.jpg,authentic,none,SD_00193,,train
manipulated/SD_00193_photo_change.jpg,manipulated,photo_change,SD_00193,"[45, 100, 165, 250]",train
authentic/SD_00194_authentic.jpg,authentic,none,SD_00194,,validation
manipulated/SD_00194_number_change.jpg,manipulated,number_change,SD_00194,"[205, 188, 650, 211]",validation
authentic/SD_00195_authentic.jpg,authentic,none,SD_00195,,train
manipulated/SD_00195_date_change.jpg,manipulated,date_change,SD_00195,"[205, 264, 650, 287]",train
authentic/SD_00196_authentic.jpg,authentic,none,SD_00196,,test
manipulated/SD_00196_copy_paste.jpg,manipulated,copy_paste,SD_00196,"[205, 140, 500, 175]",test
authentic/SD_00197_authentic.jpg,authentic,none,SD_00197,,train
manipulated/SD_00197_clone.jpg,manipulated,clone,SD_00197,"[430, 270, 580, 305]",train
authentic/SD_00198_authentic.jpg,authentic,none,SD_00198,,train
manipulated/SD_00198_compression.jpg,manipulated,compression,SD_00198,"[0, 0, 700, 455]",train
authentic/SD_00199_authentic.jpg,authentic,none,SD_00199,,train
manipulated/SD_00199_mixed.jpg,manipulated,mixed,SD_00199,"[45, 100, 650, 250]",train
authentic/SD_00200_authentic.jpg,authentic,none,SD_00200,,train
manipulated/SD_00200_text_change.jpg,manipulated,text_change,SD_00200,"[205, 150, 650, 173]",train
authentic/SD_00201_authentic.jpg,authentic,none,SD_00201,,train
manipulated/SD_00201_photo_change.jpg,manipulated,photo_change,SD_00201,"[45, 100, 165, 250]",train
authentic/SD_00202_authentic.jpg,authentic,none,SD_00202,,train
manipulated/SD_00202_number_change.jpg,manipulated,number_change,SD_00202,"[205, 188, 650, 211]",train
authentic/SD_00203_authentic.jpg,authentic,none,SD_00203,,test
manipulated/SD_00203_date_change.jpg,manipulated,date_change,SD_00203,"[205, 264, 650, 287]",test
authentic/SD_00204_authentic.jpg,authentic,none,SD_00204,,train
manipulated/SD_00204_copy_paste.jpg,manipulated,copy_paste,SD_00204,"[205, 140, 500, 175]",train
authentic/SD_00205_authentic.jpg,authentic,none,SD_00205,,validation
manipulated/SD_00205_clone.jpg,manipulated,clone,SD_00205,"[430, 270, 580, 305]",validation
authentic/SD_00206_authentic.jpg,authentic,none,SD_00206,,train
manipulated/SD_00206_compression.jpg,manipulated,compression,SD_00206,"[0, 0, 700, 455]",train
authentic/SD_00207_authentic.jpg,authentic,none,SD_00207,,train
manipulated/SD_00207_mixed.jpg,manipulated,mixed,SD_00207,"[45, 100, 650, 250]",train
authentic/SD_00208_authentic.jpg,authentic,none,SD_00208,,train
manipulated/SD_00208_text_change.jpg,manipulated,text_change,SD_00208,"[205, 150, 650, 173]",train
authentic/SD_00209_authentic.jpg,authentic,none,SD_00209,,train
manipulated/SD_00209_photo_change.jpg,manipulated,photo_change,SD_00209,"[45, 100, 165, 250]",train
authentic/SD_00210_authentic.jpg,authentic,none,SD_00210,,train
manipulated/SD_00210_number_change.jpg,manipulated,number_change,SD_00210,"[205, 188, 650, 211]",train
authentic/SD_00211_authentic.jpg,authentic,none,SD_00211,,train
manipulated/SD_00211_date_change.jpg,manipulated,date_change,SD_00211,"[205, 264, 650, 287]",train
authentic/SD_00212_authentic.jpg,authentic,none,SD_00212,,train
manipulated/SD_00212_copy_paste.jpg,manipulated,copy_paste,SD_00212,"[205, 140, 500, 175]",train
authentic/SD_00213_authentic.jpg,authentic,none,SD_00213,,train
manipulated/SD_00213_clone.jpg,manipulated,clone,SD_00213,"[430, 270, 580, 305]",train
authentic/SD_00214_authentic.jpg,authentic,none,SD_00214,,test
manipulated/SD_00214_compression.jpg,manipulated,compression,SD_00214,"[0, 0, 700, 455]",test
authentic/SD_00215_authentic.jpg,authentic,none,SD_00215,,train
manipulated/SD_00215_mixed.jpg,manipulated,mixed,SD_00215,"[45, 100, 650, 250]",train
authentic/SD_00216_authentic.jpg,authentic,none,SD_00216,,test
manipulated/SD_00216_text_change.jpg,manipulated,text_change,SD_00216,"[205, 150, 650, 173]",test
authentic/SD_00217_authentic.jpg,authentic,none,SD_00217,,test
manipulated/SD_00217_photo_change.jpg,manipulated,photo_change,SD_00217,"[45, 100, 165, 250]",test
authentic/SD_00218_authentic.jpg,authentic,none,SD_00218,,train
manipulated/SD_00218_number_change.jpg,manipulated,number_change,SD_00218,"[205, 188, 650, 211]",train
authentic/SD_00219_authentic.jpg,authentic,none,SD_00219,,validation
manipulated/SD_00219_date_change.jpg,manipulated,date_change,SD_00219,"[205, 264, 650, 287]",validation
authentic/SD_00220_authentic.jpg,authentic,none,SD_00220,,test
manipulated/SD_00220_copy_paste.jpg,manipulated,copy_paste,SD_00220,"[205, 140, 500, 175]",test
authentic/SD_00221_authentic.jpg,authentic,none,SD_00221,,train
manipulated/SD_00221_clone.jpg,manipulated,clone,SD_00221,"[430, 270, 580, 305]",train
authentic/SD_00222_authentic.jpg,authentic,none,SD_00222,,train
manipulated/SD_00222_compression.jpg,manipulated,compression,SD_00222,"[0, 0, 700, 455]",train
authentic/SD_00223_authentic.jpg,authentic,none,SD_00223,,test
manipulated/SD_00223_mixed.jpg,manipulated,mixed,SD_00223,"[45, 100, 650, 250]",test
authentic/SD_00224_authentic.jpg,authentic,none,SD_00224,,test
manipulated/SD_00224_text_change.jpg,manipulated,text_change,SD_00224,"[205, 150, 650, 173]",test
authentic/SD_00225_authentic.jpg,authentic,none,SD_00225,,test
manipulated/SD_00225_photo_change.jpg,manipulated,photo_change,SD_00225,"[45, 100, 165, 250]",test
authentic/SD_00226_authentic.jpg,authentic,none,SD_00226,,train
manipulated/SD_00226_number_change.jpg,manipulated,number_change,SD_00226,"[205, 188, 650, 211]",train
authentic/SD_00227_authentic.jpg,authentic,none,SD_00227,,train
manipulated/SD_00227_date_change.jpg,manipulated,date_change,SD_00227,"[205, 264, 650, 287]",train
authentic/SD_00228_authentic.jpg,authentic,none,SD_00228,,test
manipulated/SD_00228_copy_paste.jpg,manipulated,copy_paste,SD_00228,"[205, 140, 500, 175]",test
authentic/SD_00229_authentic.jpg,authentic,none,SD_00229,,train
manipulated/SD_00229_clone.jpg,manipulated,clone,SD_00229,"[430, 270, 580, 305]",train
authentic/SD_00230_authentic.jpg,authentic,none,SD_00230,,validation
manipulated/SD_00230_compression.jpg,manipulated,compression,SD_00230,"[0, 0, 700, 455]",validation
authentic/SD_00231_authentic.jpg,authentic,none,SD_00231,,train
manipulated/SD_00231_mixed.jpg,manipulated,mixed,SD_00231,"[45, 100, 650, 250]",train
authentic/SD_00232_authentic.jpg,authentic,none,SD_00232,,train
manipulated/SD_00232_text_change.jpg,manipulated,text_change,SD_00232,"[205, 150, 650, 173]",train
authentic/SD_00233_authentic.jpg,authentic,none,SD_00233,,test
manipulated/SD_00233_photo_change.jpg,manipulated,photo_change,SD_00233,"[45, 100, 165, 250]",test
authentic/SD_00234_authentic.jpg,authentic,none,SD_00234,,test
manipulated/SD_00234_number_change.jpg,manipulated,number_change,SD_00234,"[205, 188, 650, 211]",test
authentic/SD_00235_authentic.jpg,authentic,none,SD_00235,,validation
manipulated/SD_00235_date_change.jpg,manipulated,date_change,SD_00235,"[205, 264, 650, 287]",validation
authentic/SD_00236_authentic.jpg,authentic,none,SD_00236,,train
manipulated/SD_00236_copy_paste.jpg,manipulated,copy_paste,SD_00236,"[205, 140, 500, 175]",train
authentic/SD_00237_authentic.jpg,authentic,none,SD_00237,,train
manipulated/SD_00237_clone.jpg,manipulated,clone,SD_00237,"[430, 270, 580, 305]",train
authentic/SD_00238_authentic.jpg,authentic,none,SD_00238,,test
manipulated/SD_00238_compression.jpg,manipulated,compression,SD_00238,"[0, 0, 700, 455]",test
authentic/SD_00239_authentic.jpg,authentic,none,SD_00239,,train
manipulated/SD_00239_mixed.jpg,manipulated,mixed,SD_00239,"[45, 100, 650, 250]",train
authentic/SD_00240_authentic.jpg,authentic,none,SD_00240,,train
manipulated/SD_00240_text_change.jpg,manipulated,text_change,SD_00240,"[205, 150, 650, 173]",train
authentic/SD_00241_authentic.jpg,authentic,none,SD_00241,,train
manipulated/SD_00241_photo_change.jpg,manipulated,photo_change,SD_00241,"[45, 100, 165, 250]",train
authentic/SD_00242_authentic.jpg,authentic,none,SD_00242,,train
manipulated/SD_00242_number_change.jpg,manipulated,number_change,SD_00242,"[205, 188, 650, 211]",train
authentic/SD_00243_authentic.jpg,authentic,none,SD_00243,,validation
manipulated/SD_00243_date_change.jpg,manipulated,date_change,SD_00243,"[205, 264, 650, 287]",validation
authentic/SD_00244_authentic.jpg,authentic,none,SD_00244,,train
manipulated/SD_00244_copy_paste.jpg,manipulated,copy_paste,SD_00244,"[205, 140, 500, 175]",train
authentic/SD_00245_authentic.jpg,authentic,none,SD_00245,,validation
manipulated/SD_00245_clone.jpg,manipulated,clone,SD_00245,"[430, 270, 580, 305]",validation
authentic/SD_00246_authentic.jpg,authentic,none,SD_00246,,validation
manipulated/SD_00246_compression.jpg,manipulated,compression,SD_00246,"[0, 0, 700, 455]",validation
authentic/SD_00247_authentic.jpg,authentic,none,SD_00247,,train
manipulated/SD_00247_mixed.jpg,manipulated,mixed,SD_00247,"[45, 100, 650, 250]",train
authentic/SD_00248_authentic.jpg,authentic,none,SD_00248,,validation
manipulated/SD_00248_text_change.jpg,manipulated,text_change,SD_00248,"[205, 150, 650, 173]",validation
authentic/SD_00249_authentic.jpg,authentic,none,SD_00249,,train
manipulated/SD_00249_photo_change.jpg,manipulated,photo_change,SD_00249,"[45, 100, 165, 250]",train
authentic/SD_00250_authentic.jpg,authentic,none,SD_00250,,test
manipulated/SD_00250_number_change.jpg,manipulated,number_change,SD_00250,"[205, 188, 650, 211]",test
authentic/SD_00251_authentic.jpg,authentic,none,SD_00251,,train
manipulated/SD_00251_date_change.jpg,manipulated,date_change,SD_00251,"[205, 264, 650, 287]",train
authentic/SD_00252_authentic.jpg,authentic,none,SD_00252,,test
manipulated/SD_00252_copy_paste.jpg,manipulated,copy_paste,SD_00252,"[205, 140, 500, 175]",test
authentic/SD_00253_authentic.jpg,authentic,none,SD_00253,,validation
manipulated/SD_00253_clone.jpg,manipulated,clone,SD_00253,"[430, 270, 580, 305]",validation
authentic/SD_00254_authentic.jpg,authentic,none,SD_00254,,train
manipulated/SD_00254_compression.jpg,manipulated,compression,SD_00254,"[0, 0, 700, 455]",train
authentic/SD_00255_authentic.jpg,authentic,none,SD_00255,,train
manipulated/SD_00255_mixed.jpg,manipulated,mixed,SD_00255,"[45, 100, 650, 250]",train
authentic/SD_00256_authentic.jpg,authentic,none,SD_00256,,train
manipulated/SD_00256_text_change.jpg,manipulated,text_change,SD_00256,"[205, 150, 650, 173]",train
authentic/SD_00257_authentic.jpg,authentic,none,SD_00257,,validation
manipulated/SD_00257_photo_change.jpg,manipulated,photo_change,SD_00257,"[45, 100, 165, 250]",validation
authentic/SD_00258_authentic.jpg,authentic,none,SD_00258,,train
manipulated/SD_00258_number_change.jpg,manipulated,number_change,SD_00258,"[205, 188, 650, 211]",train
authentic/SD_00259_authentic.jpg,authentic,none,SD_00259,,train
manipulated/SD_00259_date_change.jpg,manipulated,date_change,SD_00259,"[205, 264, 650, 287]",train
authentic/SD_00260_authentic.jpg,authentic,none,SD_00260,,train
manipulated/SD_00260_copy_paste.jpg,manipulated,copy_paste,SD_00260,"[205, 140, 500, 175]",train
authentic/SD_00261_authentic.jpg,authentic,none,SD_00261,,train
manipulated/SD_00261_clone.jpg,manipulated,clone,SD_00261,"[430, 270, 580, 305]",train
authentic/SD_00262_authentic.jpg,authentic,none,SD_00262,,train
manipulated/SD_00262_compression.jpg,manipulated,compression,SD_00262,"[0, 0, 700, 455]",train
authentic/SD_00263_authentic.jpg,authentic,none,SD_00263,,train
manipulated/SD_00263_mixed.jpg,manipulated,mixed,SD_00263,"[45, 100, 650, 250]",train
authentic/SD_00264_authentic.jpg,authentic,none,SD_00264,,train
manipulated/SD_00264_text_change.jpg,manipulated,text_change,SD_00264,"[205, 150, 650, 173]",train
authentic/SD_00265_authentic.jpg,authentic,none,SD_00265,,train
manipulated/SD_00265_photo_change.jpg,manipulated,photo_change,SD_00265,"[45, 100, 165, 250]",train
authentic/SD_00266_authentic.jpg,authentic,none,SD_00266,,train
manipulated/SD_00266_number_change.jpg,manipulated,number_change,SD_00266,"[205, 188, 650, 211]",train
authentic/SD_00267_authentic.jpg,authentic,none,SD_00267,,train
manipulated/SD_00267_date_change.jpg,manipulated,date_change,SD_00267,"[205, 264, 650, 287]",train
authentic/SD_00268_authentic.jpg,authentic,none,SD_00268,,train
manipulated/SD_00268_copy_paste.jpg,manipulated,copy_paste,SD_00268,"[205, 140, 500, 175]",train
authentic/SD_00269_authentic.jpg,authentic,none,SD_00269,,validation
manipulated/SD_00269_clone.jpg,manipulated,clone,SD_00269,"[430, 270, 580, 305]",validation
authentic/SD_00270_authentic.jpg,authentic,none,SD_00270,,test
manipulated/SD_00270_compression.jpg,manipulated,compression,SD_00270,"[0, 0, 700, 455]",test
authentic/SD_00271_authentic.jpg,authentic,none,SD_00271,,test
manipulated/SD_00271_mixed.jpg,manipulated,mixed,SD_00271,"[45, 100, 650, 250]",test
authentic/SD_00272_authentic.jpg,authentic,none,SD_00272,,train
manipulated/SD_00272_text_change.jpg,manipulated,text_change,SD_00272,"[205, 150, 650, 173]",train
authentic/SD_00273_authentic.jpg,authentic,none,SD_00273,,test
manipulated/SD_00273_photo_change.jpg,manipulated,photo_change,SD_00273,"[45, 100, 165, 250]",test
authentic/SD_00274_authentic.jpg,authentic,none,SD_00274,,test
manipulated/SD_00274_number_change.jpg,manipulated,number_change,SD_00274,"[205, 188, 650, 211]",test
authentic/SD_00275_authentic.jpg,authentic,none,SD_00275,,train
manipulated/SD_00275_date_change.jpg,manipulated,date_change,SD_00275,"[205, 264, 650, 287]",train
authentic/SD_00276_authentic.jpg,authentic,none,SD_00276,,test
manipulated/SD_00276_copy_paste.jpg,manipulated,copy_paste,SD_00276,"[205, 140, 500, 175]",test
authentic/SD_00277_authentic.jpg,authentic,none,SD_00277,,train
manipulated/SD_00277_clone.jpg,manipulated,clone,SD_00277,"[430, 270, 580, 305]",train
authentic/SD_00278_authentic.jpg,authentic,none,SD_00278,,train
manipulated/SD_00278_compression.jpg,manipulated,compression,SD_00278,"[0, 0, 700, 455]",train
authentic/SD_00279_authentic.jpg,authentic,none,SD_00279,,train
manipulated/SD_00279_mixed.jpg,manipulated,mixed,SD_00279,"[45, 100, 650, 250]",train
authentic/SD_00280_authentic.jpg,authentic,none,SD_00280,,train
manipulated/SD_00280_text_change.jpg,manipulated,text_change,SD_00280,"[205, 150, 650, 173]",train
authentic/SD_00281_authentic.jpg,authentic,none,SD_00281,,test
manipulated/SD_00281_photo_change.jpg,manipulated,photo_change,SD_00281,"[45, 100, 165, 250]",test
authentic/SD_00282_authentic.jpg,authentic,none,SD_00282,,train
manipulated/SD_00282_number_change.jpg,manipulated,number_change,SD_00282,"[205, 188, 650, 211]",train
authentic/SD_00283_authentic.jpg,authentic,none,SD_00283,,train
manipulated/SD_00283_date_change.jpg,manipulated,date_change,SD_00283,"[205, 264, 650, 287]",train
authentic/SD_00284_authentic.jpg,authentic,none,SD_00284,,test
manipulated/SD_00284_copy_paste.jpg,manipulated,copy_paste,SD_00284,"[205, 140, 500, 175]",test
authentic/SD_00285_authentic.jpg,authentic,none,SD_00285,,validation
manipulated/SD_00285_clone.jpg,manipulated,clone,SD_00285,"[430, 270, 580, 305]",validation
authentic/SD_00286_authentic.jpg,authentic,none,SD_00286,,train
manipulated/SD_00286_compression.jpg,manipulated,compression,SD_00286,"[0, 0, 700, 455]",train
authentic/SD_00287_authentic.jpg,authentic,none,SD_00287,,train
manipulated/SD_00287_mixed.jpg,manipulated,mixed,SD_00287,"[45, 100, 650, 250]",train
authentic/SD_00288_authentic.jpg,authentic,none,SD_00288,,train
manipulated/SD_00288_text_change.jpg,manipulated,text_change,SD_00288,"[205, 150, 650, 173]",train
authentic/SD_00289_authentic.jpg,authentic,none,SD_00289,,train
manipulated/SD_00289_photo_change.jpg,manipulated,photo_change,SD_00289,"[45, 100, 165, 250]",train
authentic/SD_00290_authentic.jpg,authentic,none,SD_00290,,train
manipulated/SD_00290_number_change.jpg,manipulated,number_change,SD_00290,"[205, 188, 650, 211]",train
authentic/SD_00291_authentic.jpg,authentic,none,SD_00291,,train
manipulated/SD_00291_date_change.jpg,manipulated,date_change,SD_00291,"[205, 264, 650, 287]",train
authentic/SD_00292_authentic.jpg,authentic,none,SD_00292,,train
manipulated/SD_00292_copy_paste.jpg,manipulated,copy_paste,SD_00292,"[205, 140, 500, 175]",train
authentic/SD_00293_authentic.jpg,authentic,none,SD_00293,,train
manipulated/SD_00293_clone.jpg,manipulated,clone,SD_00293,"[430, 270, 580, 305]",train
authentic/SD_00294_authentic.jpg,authentic,none,SD_00294,,train
manipulated/SD_00294_compression.jpg,manipulated,compression,SD_00294,"[0, 0, 700, 455]",train
authentic/SD_00295_authentic.jpg,authentic,none,SD_00295,,train
manipulated/SD_00295_mixed.jpg,manipulated,mixed,SD_00295,"[45, 100, 650, 250]",train
authentic/SD_00296_authentic.jpg,authentic,none,SD_00296,,test
manipulated/SD_00296_text_change.jpg,manipulated,text_change,SD_00296,"[205, 150, 650, 173]",test
authentic/SD_00297_authentic.jpg,authentic,none,SD_00297,,train
manipulated/SD_00297_photo_change.jpg,manipulated,photo_change,SD_00297,"[45, 100, 165, 250]",train
authentic/SD_00298_authentic.jpg,authentic,none,SD_00298,,train
manipulated/SD_00298_number_change.jpg,manipulated,number_change,SD_00298,"[205, 188, 650, 211]",train
authentic/SD_00299_authentic.jpg,authentic,none,SD_00299,,train
manipulated/SD_00299_date_change.jpg,manipulated,date_change,SD_00299,"[205, 264, 650, 287]",train
authentic/SD_00300_authentic.jpg,authentic,none,SD_00300,,test
manipulated/SD_00300_copy_paste.jpg,manipulated,copy_paste,SD_00300,"[205, 140, 500, 175]",test
authentic/SD_00301_authentic.jpg,authentic,none,SD_00301,,train
manipulated/SD_00301_clone.jpg,manipulated,clone,SD_00301,"[430, 270, 580, 305]",train
authentic/SD_00302_authentic.jpg,authentic,none,SD_00302,,train
manipulated/SD_00302_compression.jpg,manipulated,compression,SD_00302,"[0, 0, 700, 455]",train
authentic/SD_00303_authentic.jpg,authentic,none,SD_00303,,train
manipulated/SD_00303_mixed.jpg,manipulated,mixed,SD_00303,"[45, 100, 650, 250]",train
authentic/SD_00304_authentic.jpg,authentic,none,SD_00304,,train
manipulated/SD_00304_text_change.jpg,manipulated,text_change,SD_00304,"[205, 150, 650, 173]",train
authentic/SD_00305_authentic.jpg,authentic,none,SD_00305,,validation
manipulated/SD_00305_photo_change.jpg,manipulated,photo_change,SD_00305,"[45, 100, 165, 250]",validation
authentic/SD_00306_authentic.jpg,authentic,none,SD_00306,,train
manipulated/SD_00306_number_change.jpg,manipulated,number_change,SD_00306,"[205, 188, 650, 211]",train
authentic/SD_00307_authentic.jpg,authentic,none,SD_00307,,train
manipulated/SD_00307_date_change.jpg,manipulated,date_change,SD_00307,"[205, 264, 650, 287]",train
authentic/SD_00308_authentic.jpg,authentic,none,SD_00308,,train
manipulated/SD_00308_copy_paste.jpg,manipulated,copy_paste,SD_00308,"[205, 140, 500, 175]",train
authentic/SD_00309_authentic.jpg,authentic,none,SD_00309,,train
manipulated/SD_00309_clone.jpg,manipulated,clone,SD_00309,"[430, 270, 580, 305]",train
authentic/SD_00310_authentic.jpg,authentic,none,SD_00310,,train
manipulated/SD_00310_compression.jpg,manipulated,compression,SD_00310,"[0, 0, 700, 455]",train
authentic/SD_00311_authentic.jpg,authentic,none,SD_00311,,train
manipulated/SD_00311_mixed.jpg,manipulated,mixed,SD_00311,"[45, 100, 650, 250]",train
authentic/SD_00312_authentic.jpg,authentic,none,SD_00312,,train
manipulated/SD_00312_text_change.jpg,manipulated,text_change,SD_00312,"[205, 150, 650, 173]",train
authentic/SD_00313_authentic.jpg,authentic,none,SD_00313,,train
manipulated/SD_00313_photo_change.jpg,manipulated,photo_change,SD_00313,"[45, 100, 165, 250]",train
authentic/SD_00314_authentic.jpg,authentic,none,SD_00314,,validation
manipulated/SD_00314_number_change.jpg,manipulated,number_change,SD_00314,"[205, 188, 650, 211]",validation
authentic/SD_00315_authentic.jpg,authentic,none,SD_00315,,train
manipulated/SD_00315_date_change.jpg,manipulated,date_change,SD_00315,"[205, 264, 650, 287]",train
authentic/SD_00316_authentic.jpg,authentic,none,SD_00316,,train
manipulated/SD_00316_copy_paste.jpg,manipulated,copy_paste,SD_00316,"[205, 140, 500, 175]",train
authentic/SD_00317_authentic.jpg,authentic,none,SD_00317,,train
manipulated/SD_00317_clone.jpg,manipulated,clone,SD_00317,"[430, 270, 580, 305]",train
authentic/SD_00318_authentic.jpg,authentic,none,SD_00318,,train
manipulated/SD_00318_compression.jpg,manipulated,compression,SD_00318,"[0, 0, 700, 455]",train
authentic/SD_00319_authentic.jpg,authentic,none,SD_00319,,validation
manipulated/SD_00319_mixed.jpg,manipulated,mixed,SD_00319,"[45, 100, 650, 250]",validation
authentic/SD_00320_authentic.jpg,authentic,none,SD_00320,,train
manipulated/SD_00320_text_change.jpg,manipulated,text_change,SD_00320,"[205, 150, 650, 173]",train
authentic/SD_00321_authentic.jpg,authentic,none,SD_00321,,train
manipulated/SD_00321_photo_change.jpg,manipulated,photo_change,SD_00321,"[45, 100, 165, 250]",train
authentic/SD_00322_authentic.jpg,authentic,none,SD_00322,,test
manipulated/SD_00322_number_change.jpg,manipulated,number_change,SD_00322,"[205, 188, 650, 211]",test
authentic/SD_00323_authentic.jpg,authentic,none,SD_00323,,test
manipulated/SD_00323_date_change.jpg,manipulated,date_change,SD_00323,"[205, 264, 650, 287]",test
authentic/SD_00324_authentic.jpg,authentic,none,SD_00324,,train
manipulated/SD_00324_copy_paste.jpg,manipulated,copy_paste,SD_00324,"[205, 140, 500, 175]",train
authentic/SD_00325_authentic.jpg,authentic,none,SD_00325,,train
manipulated/SD_00325_clone.jpg,manipulated,clone,SD_00325,"[430, 270, 580, 305]",train
authentic/SD_00326_authentic.jpg,authentic,none,SD_00326,,train
manipulated/SD_00326_compression.jpg,manipulated,compression,SD_00326,"[0, 0, 700, 455]",train
authentic/SD_00327_authentic.jpg,authentic,none,SD_00327,,train
manipulated/SD_00327_mixed.jpg,manipulated,mixed,SD_00327,"[45, 100, 650, 250]",train
authentic/SD_00328_authentic.jpg,authentic,none,SD_00328,,train
manipulated/SD_00328_text_change.jpg,manipulated,text_change,SD_00328,"[205, 150, 650, 173]",train
authentic/SD_00329_authentic.jpg,authentic,none,SD_00329,,train
manipulated/SD_00329_photo_change.jpg,manipulated,photo_change,SD_00329,"[45, 100, 165, 250]",train
authentic/SD_00330_authentic.jpg,authentic,none,SD_00330,,train
manipulated/SD_00330_number_change.jpg,manipulated,number_change,SD_00330,"[205, 188, 650, 211]",train
authentic/SD_00331_authentic.jpg,authentic,none,SD_00331,,validation
manipulated/SD_00331_date_change.jpg,manipulated,date_change,SD_00331,"[205, 264, 650, 287]",validation
authentic/SD_00332_authentic.jpg,authentic,none,SD_00332,,test
manipulated/SD_00332_copy_paste.jpg,manipulated,copy_paste,SD_00332,"[205, 140, 500, 175]",test
authentic/SD_00333_authentic.jpg,authentic,none,SD_00333,,train
